Message,CM,AOPV,CDACT,TI,TTBF,Response
electrik may butwhat find life want come america another wave illegal immigrant,1.5,1.0,2.0,2.666666667,1.666666667,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 2.0
TI Hate Score: 2.666666667
TTBF Hate Score: 1.666666667
"
erik bank original singer bound glory also gunned faggot sharp portland jan st,1.0,1.5,2.666666667,1.0,1.0,"CM Hate Score: 1.0
AOPV Hate Score: 1.5
CDACT Hate Score: 2.666666667
TI Hate Score: 1.0
TTBF Hate Score: 1.0
"
eu immigration still problem horde low quality european iberiasouthern italy balkan basically invading francegermany etc,2.166666667,1.0,3.333333333,2.666666667,1.0,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 2.666666667
TTBF Hate Score: 1.0
"
even hasidic jew feel pain feral negro wear target beannies head feral negro always feral negro,1.0,1.333333333,3.0,1.0,1.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.333333333
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.333333333
"
even though australian see still pride gut many australian u proud let illegal mud norwegian ship last month hope trend continues many bleeding heart would taken kid woman personally say hell white fool lisel said exactly mind statistic dont lie australia native population ie white growth tiny year ago australia prime example white nation living life best numerous resource low crime good economy low corruption educated population nice climate high standard living etc future looked pretty bight bombarded asian arab indian etc nonwhites crime way wage stagnated many industry public school getting worse worse illeteracy drug smuggling inter racial breeding muslim extremist etc take action soon beautiful white country end multicultural sewer race problem big problem many part u uk suffered tragic fate believe suck long story short indonesia mud nation hasten illegal boat load nonwhites onto australia shore send military kick nonwhite scum back nation came oh forgot mention one thing ii heard illegal alien get put aussy govt building like dormitory immigrant food stamp stipend govt try find work expense hard working australian taxpayer plus welfare unbelievable seems people country care foriegners people visigoth,4.0,1.333333333,5.833333333,5.666666667,1.0,"CM Hate Score: 4.0
AOPV Hate Score: 1.333333333
CDACT Hate Score: 5.833333333
TI Hate Score: 5.666666667
TTBF Hate Score: 1.0
"
ever eeu inbred khazar genetic scum,1.166666667,1.0,3.0,1.0,1.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.333333333
"
exactly would good time good reason stopping much immigration nation destroying really really need close border,4.0,1.0,2.5,5.0,1.0,"CM Hate Score: 4.0
AOPV Hate Score: 1.0
CDACT Hate Score: 2.5
TI Hate Score: 5.0
TTBF Hate Score: 1.0
"
except major religion world condemn thou shalt lie man woman one contrary faggot propaganda say notable exception majority civilization world viewed homosexuality abhorance disgust even roman sheenywood garbage aside generally viewed fag sickening rome word fellator root word fellatio one biggest insult called man basically referred act preforming act oral sex man derogatory term referred one preforming act history brain fart homosexuality briefly popular mainstream always perversion basic unit civilization always peasant christ refered salt earth basic family unit go survives matter garbage civilization around produce go way life survival go human race history like pendulum oscillates puritanism epicurianism basically society start puritanicallythat stoic hardworking work hard look weakness conservative value worship god woman viewed mother strong warrior generation later chinese call rd generation curse thing easier men become softer educated moral decay relativism becomes easier believe defend woman become sexual object instead mother stong warrior hera replaced venus strong warrior replaced hugh heffner nowcultural relativism aided zog propaganda rampant today even sick twist like faggot bisexual come closet degenerated far major univeristies new gay study little institutionalized queer propaganda thing society sunk low definte law survival society culture one monogamy unless warrior society eeath rate male high necessity men han one wife reproductive reason war disgenic basically sexual revolution led lot garbage going today think accident aid std sexually transmitted disease rampant today relativism zog spread today confused message sent sex new god flip side coin presented pregnancyreproducton society family unit perverted glamorized important mentioned neither perversion disease thing come hand hand responsibility sex zog would believe reinventing civilization old testiment truly say nothing new sun said done like broken record stuck replaying message ad nauseum queer bisexual liberated society better propaganda theyre enslaved theyre dragging society,2.0,1.0,5.833333333,3.0,1.0,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 5.833333333
TI Hate Score: 3.0
TTBF Hate Score: 1.0
"
excuse fag rape,1.0,1.833333333,3.0,1.0,1.0,"CM Hate Score: 1.0
AOPV Hate Score: 1.833333333
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.0
"
far likely fianc talking people knew middle school turned turn knew boy gone rabbit hole pornsex addiction bisexual homosexual wanting girl dont think anyone would ever come conclusion theyre supposed girl wasnt abundance sissy transgender pornography many even openly admit promiscuity porn helped realize really theyre kid theyre always one got trouble trying sneak girl room harassing girl way always kid everyone disliked pervert ive yet meet exception sure always pervert dont like idea everybody sexually pure angel difference ostracized absolutely never enabled behavior werent allowed recruit youth porn lgbt support group nefarious thing like weve given free reign convert young people could grown normal complete freak pedophilia lgbt cult nonsense go hand hand look people like jazz jennings desmond amazing grow degeneracy youre far likelier normalize ive met adult conservative culture small village europe completely appalled even learn anal sex yet kid taught trannies faggot young age america western europe never trust faggot especially situation involves child reason male faggot fetishize twinks young men look like teenager skinny eventually get desensizited idea sleeping grown men sex addiction every single one suspect one fling away pursuing child one exception even lie,1.5,1.0,5.0,1.833333333,1.833333333,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 5.0
TI Hate Score: 1.833333333
TTBF Hate Score: 1.833333333
"
filthy animal invader dont want civilized white nation,1.833333333,1.0,3.833333333,4.166666667,1.0,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.833333333
TI Hate Score: 4.166666667
TTBF Hate Score: 1.0
"
first jesus king jew look second used black friend one day tried rape scum earth far concerned take advantage white woman try say oppressed one oppressed white people,1.5,1.333333333,5.0,2.0,1.0,"CM Hate Score: 1.5
AOPV Hate Score: 1.333333333
CDACT Hate Score: 5.0
TI Hate Score: 2.0
TTBF Hate Score: 1.0
"
fn monster sure justice case well many others wish could turn western nation zimbabwe reverse disease cell invader filth,2.666666667,1.0,3.0,2.5,1.166666667,"CM Hate Score: 2.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 2.5
TTBF Hate Score: 1.166666667
"
problem france actually better america invading army mostly mestizzos central south america mud kind invading white nation entirely long one cure remove animal country send back jungle came white race owes world nothing created civilization form certainly stand aside watch destroyed rampaging animal,4.5,1.333333333,6.0,4.833333333,1.166666667,"CM Hate Score: 4.5
AOPV Hate Score: 1.333333333
CDACT Hate Score: 6.0
TI Hate Score: 4.833333333
TTBF Hate Score: 1.166666667
"
long faggot president canada anyway feel like year least,1.5,1.0,3.0,1.0,2.166666667,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 2.166666667
"
girl lost head entire nation coming hard disgusting invader cowering border waiting boat take away take filthy dog invader understand nothing severe punishment keep control,4.833333333,1.833333333,3.666666667,2.5,1.166666667,"CM Hate Score: 4.833333333
AOPV Hate Score: 1.833333333
CDACT Hate Score: 3.666666667
TI Hate Score: 2.5
TTBF Hate Score: 1.166666667
"
frankly wish usa would tell saudi arabia kiss get oil need russia venezuela mexico id love see million pig invade saudi arabia lol,4.333333333,2.666666667,2.833333333,1.5,2.666666667,"CM Hate Score: 4.333333333
AOPV Hate Score: 2.666666667
CDACT Hate Score: 2.833333333
TI Hate Score: 1.5
TTBF Hate Score: 2.666666667
"
thread pro white lgbt need talk whats worse faggot lying faggot,1.0,1.0,3.0,1.166666667,2.666666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.166666667
TTBF Hate Score: 2.666666667
"
fug insane fag dyke put thier cent however insane thank kikesters,1.166666667,1.0,3.0,1.333333333,2.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.333333333
TTBF Hate Score: 2.333333333
"
gee inferior white race create invent build many fantastic thing superior negro hanging around little mud hut part mastermind negroid plan,1.166666667,1.0,5.666666667,3.666666667,3.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 5.666666667
TI Hate Score: 3.666666667
TTBF Hate Score: 3.333333333
"
get ing spic mud get back little corner put gook kill arab muslim stay california dont give state mud family still life cannot afford move,4.666666667,6.0,2.666666667,4.5,1.0,"CM Hate Score: 4.666666667
AOPV Hate Score: 6.0
CDACT Hate Score: 2.666666667
TI Hate Score: 4.5
TTBF Hate Score: 1.0
"
get american jew mercenary middle east europe trump merkel move beloved homeland israel count shekel party crime bos satanjahu attack iran see far fat kosher pig get,4.333333333,2.833333333,3.333333333,2.833333333,2.333333333,"CM Hate Score: 4.333333333
AOPV Hate Score: 2.833333333
CDACT Hate Score: 3.333333333
TI Hate Score: 2.833333333
TTBF Hate Score: 2.333333333
"
gillum negro sorossteyerbloomberg picked run governor florida,2.0,1.0,2.666666667,1.0,1.166666667,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 2.666666667
TI Hate Score: 1.0
TTBF Hate Score: 1.166666667
"
go trump send savage hell,3.166666667,3.0,2.333333333,1.0,1.833333333,"CM Hate Score: 3.166666667
AOPV Hate Score: 3.0
CDACT Hate Score: 2.333333333
TI Hate Score: 1.0
TTBF Hate Score: 1.833333333
"
god forbid faggot offended wait till hear god,1.0,1.0,3.333333333,1.166666667,2.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.166666667
TTBF Hate Score: 2.333333333
"
god heterosexual ci gendered white nationalistic male globalization put different race different continent begin im pretty sure he happy globalist faggot jew puppet probably christian wish death upon oh well may live forever like jew probably getting regular transfusion white goy baby blood,2.166666667,3.5,4.666666667,3.833333333,2.833333333,"CM Hate Score: 2.166666667
AOPV Hate Score: 3.5
CDACT Hate Score: 4.666666667
TI Hate Score: 3.833333333
TTBF Hate Score: 2.833333333
"
good teacher allowing young lady write sick paper also kid taken child protective service faggot hope like hot unless repent going lake fire otherwise known hell,1.833333333,1.333333333,3.0,1.0,1.666666667,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.333333333
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.666666667
"
good men rest white world take lesson stop laying negro handler lived south philadelphia couple year many year back italian play game hope antifa fag show try something im sure stay away seem attack soft target know little resistance,3.0,1.833333333,4.0,2.666666667,2.0,"CM Hate Score: 3.0
AOPV Hate Score: 1.833333333
CDACT Hate Score: 4.0
TI Hate Score: 2.666666667
TTBF Hate Score: 2.0
"
good news keep feral niglets asian kid country,2.0,1.0,3.0,3.0,2.166666667,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 3.0
TTBF Hate Score: 2.166666667
"
good work need deport illegal alien country dont belong need build border wall pas immigration reform,4.666666667,1.0,3.0,4.0,1.0,"CM Hate Score: 4.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 4.0
TTBF Hate Score: 1.0
"
greeting laural already white nigg mex site still fly confederate flag,1.5,1.0,4.166666667,3.5,1.0,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 4.166666667
TI Hate Score: 3.5
TTBF Hate Score: 1.0
"
anyone heard st amendment right id get best shyster end owning uni guess faggot leftleaning commie type want trash society one speak leftwing campus daysexplode,2.166666667,2.0,3.833333333,2.0,1.833333333,"CM Hate Score: 2.166666667
AOPV Hate Score: 2.0
CDACT Hate Score: 3.833333333
TI Hate Score: 2.0
TTBF Hate Score: 1.833333333
"
ever read shogun crew european cast away beach japan storm pilot blackthorne able assimilate well rest crew failed assimilate left among dreg japanese society like blackthorne among japanese negro america trapped alien culture culture different race whether race superior irrelevant able assimilate well jew america assimilate superficially like jesuit shogun agenda doubt successful negro ashamed anything simply dealing rationally powersthatbe,1.333333333,1.0,4.833333333,2.5,1.0,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.833333333
TI Hate Score: 2.5
TTBF Hate Score: 1.0
"
blond hair blue time place murdered savage black matter hope nig go gen pop get,1.5,2.333333333,3.833333333,2.5,1.0,"CM Hate Score: 1.5
AOPV Hate Score: 2.333333333
CDACT Hate Score: 3.833333333
TI Hate Score: 2.5
TTBF Hate Score: 1.0
"
heard joke day mongolian sick chinese illegals coming disease made china build wall great wall made china pay,1.666666667,1.0,3.666666667,2.0,4.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 2.0
TTBF Hate Score: 4.0
"
