MessageNumber,Message,English,MessageID,CM_1,CM_2,CM_3,CM_4,CM_5,CM_6,AOPV_1,AOPV_2,AOPV_3,AOPV_4,AOPV_5,AOPV_6,CDACT_1,CDACT_2,CDACT_3,CDACT_4,CDACT_5,CDACT_6,TI_1,TI_2,TI_3,TI_4,TI_5,TI_6,TTBF_1,TTBF_2,TTBF_3,TTBF_4,TTBF_5,TTBF_6,MessageNumber2,Hate,Year,CM,AOPV,CDACT,TI,TTBF
65,"Can't wait till antifa faggots will abolish the (((government funded))) police department, so White Nationalists will be no longer persecuted for beating the living **** out of these antifa scumbags. 
 
Pic related:",1,65,2,1,1,1,2,4,4,5,4,4,2,5,3,3,3,3,4,3,1,2,3,1,3,1,1,2,1,2,1,2,65,0.905,2020,1.833333333,4,3.166666667,1.833333333,1.5
66,"Chief sand coon forgets it was North Africans, Barbary Coast, that raided Britain and Ireland unimpeded for 200 years capturing whites to enslave by muzzies in North Africa. Head sand coon forgets massive numbers of Europeans taken and sent through Turkey to b enslaved in the Middle East. Where does he think the blonde hair in Iraq came from? When Israel annexes the Jordan Valley in July, I hope they put all the Palestinian females to work in whorehouses which is where they belong, Islam prepares them for it, a Muslim marriage is an orgy, multiple females and a single male- just an orgy Muslim sluts nothing more.  And the current age to ""marry"" a female is 10, you sand nigs are seriously twisted. 
Come on over Khamenei, we got something for you. You are lucky I am not in the White House, you would have received a drone a long time ago.",1,66,2,3,1,3,3,2,5,6,6,1,2,6,6,5,5,5,5,5,6,2,1,3,4,1,1,1,1,2,1,2,66,0.902,2020,2.333333333,4.333333333,5.166666667,2.833333333,1.333333333
67,"Curtis, 
 
Do you know what happened to these jailed non-citizens? Are they deported?",1,67,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,67,0.893,2001,1.166666667,1,1.666666667,1,1
68,Damn it almost seems like we are just going to bend over and let these savage negroes kill us all.,1,68,1,1,1,2,1,1,1,2,1,1,1,2,3,3,3,3,3,3,6,5,6,6,6,3,1,2,1,1,2,2,68,0.905,2020,1.166666667,1.333333333,3,5.333333333,1.5
70,"Davison6,what you have just stated is a world that we live in right NOW.There is an elite in the highest ranks of government and they keep to their own there.The 'authoritive' state you have mentioned would equally exist in a communist ,liberalist,leftist,democratic goverment to enforce their laws and values on others who do agree with them.In this world that would be the  ""FAR RIGHT"".Since even the most innocent mindset of white pride is look upon by the media and leftist groups as ''hateful'' etc,it has been attacked on all sides constantly and conistently. 
You mention the faggot having ot keep his sexuality ''in the closet'' so to speak, in order to escape predujuce .well  'politically incorrectness' is almost outlawed in the usa and in alot of countries it is.So we have bollock all freedom then what we once had and I see hate everywhere ,hate for the white race in general promoted heavly by leftist-liberal groups,the media and guilt ridden lemmings.Go figure... 
ps (there is a  homosexual white power group, somewhere in england,though i dont consider any faggot an aryan).",1,70,2,3,2,2,2,2,1,1,1,1,1,1,6,5,6,5,5,3,2,2,3,3,3,3,1,1,1,2,1,1,70,0.888,2001,2.166666667,1,5,2.666666667,1.166666667
71,"Defund and disband the police in Democrat areas. Keep them in conservative areas, where they will be much safer at their jobs and much more respected by the public. 
 
Pull out, and let them all slaughter each other. Left to their own devices, negroes will become live re-enactments of The Hunger Games.",1,71,4,3,4,4,4,4,4,4,2,2,2,2,6,4,3,6,4,3,1,2,1,1,4,1,1,4,2,2,3,2,71,0.902,2020,3.833333333,2.666666667,4.333333333,1.666666667,2.333333333
72,DEFUND THE HOOD!  Let the nigros continue killing themselves. Makes our job easier in the long run.,1,72,4,3,4,4,1,4,4,4,4,2,2,2,3,3,3,3,3,3,1,1,1,1,4,1,1,2,1,1,2,1,72,0.909,2020,3.333333333,3,3,1.5,1.333333333
73,Did Trump have to please a Jewish faggot and do some fellatio? It is sick to imagine.,1,73,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,5,1,1,3,3,2,73,0.906,2020,1,1,3,1,2.5
74,"Did you notice that ****** ingenuity pooped out somewhere between the stone age and the coper age. Yes, they may have invented things early in Egypt, and a few other places because it was easy to grow food. But ******s never took it past there. Egyptians and other nig civilizations went into slow decline and by the time whites came along, they had pretty remained there.",1,74,1,1,1,1,2,1,1,1,1,1,1,1,6,5,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,74,0.904,2001,1.166666667,1,4.833333333,1,1
75,"Dirty Islamic sand monkeys are attacking White Englishmen in their own country, and leftist race traitor scum like Monks side with them to oppress the people trying to fight back. 
 
They'll get theirs one fine day, make no mistake about that.",1,75,2,3,3,2,2,2,1,6,1,1,2,1,5,4,5,5,3,3,1,2,6,5,5,5,1,1,1,2,1,1,75,0.893,2001,2.333333333,2,4.166666667,4,1.166666667
76,Do all the fags still invade Pensacola beach for Memorial Day?,1,76,1,2,1,1,2,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,76,0.912,2020,1.5,1,3,1,1
77,Do any of these invaders get deported or are they all smuggled into hotels and eventually relocated around the UK?,1,77,2,2,1,1,2,2,1,1,1,1,1,1,3,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,77,0.911,2020,1.666666667,1,2.666666667,1,1
78,Do not let Wise Burro get to you Aldaris. Go to a library and do some serious study. Jews have been in this land since it began. Those that held American principles have helped this land. Many fought for the honor and glory for the South. Such jews are Americans and I have no problem with them. It is the scum that wish not to be Americans that should leave and never return. I say the same for any person that does not want to be American. This includes Wise Burro who appears to wish to force liberal ways on America. Tom,1,78,1,3,2,1,2,5,1,1,1,1,1,1,5,4,6,6,4,5,1,5,4,4,1,4,1,1,1,1,1,1,78,0.887,2001,2.333333333,1,5,3.166666667,1
79,"Does anybody care that a nationalist, pro White, anti (Third World Muslim) immigration party is mostly on the Left? Not I. Remember the German National Socialists? Their leader actually took the side of German union workers over capitalist international finance - you know the kind of folks who run the Wall Street Journal. So I guess by symapthizing with German workers who wanted a living wage against rich industrialists who prefered to hire Black Africans for slave wages in Germany, the leader of the German National Socialists Workers Party was on the Left. 
 
Good. 
 
#*@&^# the Conservatives who would allow anything goes Capitalism and open borders immigration. 
 
Our race is our family. Time to protect our family and pay more for consumer products and don't shop at Wall Mart.",1,79,2,3,2,2,5,4,1,1,1,1,1,1,6,5,6,5,5,3,6,6,1,2,5,4,1,1,1,2,1,1,79,0.889,2001,3,1,5,4,1.166666667
80,Donald Rumsfeld isnt a jew,1,80,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,0.887,2001,1,1,1.333333333,1,1
81,Don't forget those damned Ewoks and Calamari they bring in with the rest of the scum.,1,81,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,1,4,1,1,1,1,1,4,2,1,2,2,81,0.904,2020,1.166666667,1,2.666666667,1.5,2
82,"Dont worry I know we are lucky in Melbourne, Ive heard west Sydney is revolting all the races you mentioned with a lot of white trash as well! 
 
  I actually love Greeks & Italians, but I hate the ones who refuse to assimilate to the extent that they look ridiculous.",1,82,1,3,1,1,2,2,1,1,1,1,1,1,3,3,3,5,3,3,1,4,4,1,4,1,1,1,1,1,1,1,82,0.891,2001,1.666666667,1,3.333333333,2.5,1
83,"Dr.Pierce talk about this very subject a few months ago on his one of his ADV broadcasts. In their efforts to destroy our race the jews will inadvertently spray themselves with their own filth. All the evil leftist schemes the jews have supported over the years in order to weaken and destroy us, have effected themselves in a negitive way. Many times Jewish men will get screwed by some femminist. Potentially healthy, productive, Jewish babies get aborted. Jewish people are kept alive on machines only to survive with brain damage and have a degrading disability. Jewish boys become wiggers. And young Jewish women are bedding down with ******s and having mulatto children. 
 
With all these leftist causes having such a negitive effect on Jewish people, you would think that more jews would rebel against their own leadership. You would think that more jews would want to fight these leftist demegogues whether they are jewish or gentile. After all, they are being effected by this evil filth as much as we are. Do the jews hate us so much that they are willing to chock to death on their own posion just to bring us down? You got to wonder.",1,83,2,3,2,1,2,3,1,1,1,1,1,1,5,5,5,5,5,5,6,6,6,1,6,6,1,1,1,2,1,1,83,0.886,2001,2.166666667,1,5,5.166666667,1.166666667
84,"dushyanth, 
 
Good post. Race mixing is irreversible. It amounts to Devolution. I know in your country the Aryan invaders established the caste system to prevent the mixing of the races. It didn't work. In my country Thomas Jefferson suggested that if the Africans were freed they should be removed beyond all possibility of mixing with their former masters. Of course that didn't happen and we are seeing the consequences of race mixing between Africans and Aryans. Plus, we have the influx of Mexicans and South Americans, already a mongrelized race, getting thrown into the mix. Our cities are seething cesspools of inter-racial breeding producing a population that resembles a pack of stray dogs. They are everything, yet they are nothing. It's like an experiment in genetics gone awry, the island of Dr. Moreau. 
 
Lawdog",1,84,1,3,1,1,3,2,1,1,1,1,1,1,6,5,6,6,5,5,6,6,6,5,1,6,2,1,1,1,1,2,84,0.889,2001,1.833333333,1,5.5,5,1.333333333
85,Eating New York faggots and whores could have a very negative effect on you. I really dont get the new meme on eating other primates. Your sick already. Just die.,1,85,1,1,1,1,1,1,1,4,2,2,2,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,85,0.906,2020,1,2,2.666666667,1,1.166666667
86,"Electrik, I may do it.  BUT....what if we find out there is life out there and they want to come to America.  Just another wave of  
illegal immigrants.",1,86,1,1,1,1,3,2,1,1,1,1,1,1,3,1,1,1,3,3,4,5,4,1,1,1,3,2,1,2,1,1,86,0.902,2001,1.5,1,2,2.666666667,1.666666667
87,erik banks was the original singer for bound for glory  who was also gunned down by faggot sharps in Portland OR on jan 1st 1993,1,87,1,1,1,1,1,1,1,2,1,1,2,2,3,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,87,0.894,2001,1,1.5,2.666666667,1,1
88,"EU immigration is still a problem. Hordes of low quality Europeans from Iberia,Southern Italy and the Balkans are basically invading France,Germany etc.",1,88,2,3,2,2,2,2,1,1,1,1,1,1,5,3,3,3,3,3,1,5,4,1,1,4,1,1,1,1,1,1,88,0.902,2020,2.166666667,1,3.333333333,2.666666667,1
89,Even the Hasidic Jews will feel the pain of feral negroes. They all wear target beannies on their heads and feral negroes will always be feral negroes.,1,89,1,1,1,1,1,1,1,2,1,2,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,2,89,0.904,2020,1,1.333333333,3,1,1.333333333
90,"Even though I am not Australian, I can see that there is still some pride and guts in many Australians. We here in the US were very proud that you did not let in those illegal muds off that Norwegian ship last month and I hope that trend continues. Here, we have too many bleeding hearts that would have taken in the kids and women. Personally, I say to hell with them all. And as for this 1white1 fool, Lisel you said exactly what was on my mind. The statistics don't lie. Australia's native population (i.e. white) growth is tiny. 10 to 25 years ago Australia was a prime example of a white nation living life to the best. Numerous resources, low crime, a good economy, low corruption, educated population, nice climate, high standard of living etc. The future looked pretty bight. Now, you all have been bombarded with Asians, Arabs, Indians, etc. All NONWHITES ! Crime is way up, wages have stagnated in many industries, public schools are getting worse and worse, illeteracy, drug smuggling, inter racial breeding, muslim extremists, etc. If you do not take action soon, your beautiful white country will end up a multicultural sewer where ""race problems"" will be a big problem. Many parts of the US and UK have suffered this tragic fate. And believe me, it sucks. 
Long story short : if Indonesia or any other mud nation will hasten illegal boat loads of nonwhites onto Australia's shores, send in the military and kick this nonwhite scum back to the nations they came from.  
Oh, I forgot to mention one thing. Ii heard that illegal aliens get put up by the Aussy Govt. in a building (like a dormitory for immigrants) , with food stamps, a stipend , and the govt. tries to find them work. All at the expense of the hard working Australian taxpayer. Plus, welfare too ? Unbelievable. It seems some people in our countries care more about foriegners that their own people. 
 
Visigoth",1,90,4,5,3,4,3,5,1,3,1,1,1,1,6,6,6,6,5,6,5,6,6,5,6,6,1,1,1,1,1,1,90,0.89,2001,4,1.333333333,5.833333333,5.666666667,1
91,Ever been to the EEU? All inbred khazar genetic scum,1,91,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,2,91,0.902,2020,1.166666667,1,3,1,1.333333333
92,Exactly!! Now would be a good time and a good reason for stopping so much immigration into this nation which is destroying who we really are! They really need to just close the borders off for now.,1,92,4,3,4,5,4,4,1,1,1,1,1,1,3,2,1,3,3,3,6,6,4,4,6,4,1,1,1,1,1,1,92,0.898,2001,4,1,2.5,5,1
93,"Except that all the major religions of the world condemn it! ""Thou shalt not lie with a man as a woman,"" for one! 
 
Contrary to what faggot propaganda says, with notable exceptions, the majority of civilizations of the world viewed homosexuality with abhorance or disgust. Even the Romans, sheeny-wood garbage aside, generally viewed fags as sickening. In Rome, the word ""fellator"" (root word for: fellatio) was one of the biggest insults you called a man. It basically referred to the act of preforming an act of oral sex on a man. The derogatory term referred to the one preforming the act.  
 
History has it's ""brain farts"" where homosexuality was briefly popular, but the mainstream, it has always been perversion. The basic unit of civilization has always been the ""peasant"" or as Christ refered to as the ""Salt of the Earth."" The basic family unit that goes on and survives no matter what the garbage the civilization around them produces, they go their way, life and survival goes on for the human race.  
 
History is like a pendulum that oscillates between puritanism and epicurianism. Basically, societies start Puritanically--that is they are stoic and hardworking. They work  hard, look down on weakness and have very conservative values and worship ""the gods."" Women are viewed as the mothers of strong warriors."" 
 
A few generations later (the Chinese call this, ""The 3rd Generation Curse"") things are easier, men become softer and more ""educated."" Morals decay and ""relativism"" becomes easier to believe and defend. Women become sexual objects instead of the mothers of stong warriors. Hera is replaced by Venus. Strong warriors are replaced by Hugh Heffner.  
 
This is where we are at now--cultural relativism, aided by Zog propaganda is rampant today! Even sick twists like faggots or bisexuals can ""come out of the closet."" It has degenerated so far that major univeristies new have ""Gay Studies"" that are little more than institutionalized queer propaganda. Things in our society have sunk this low.  
 
 There are definte laws for survival of societies and cultures, one of them is monogamy. (That is unless in warrior societies that the eeath rate for males is so high, that it is a necessity that men have more han one wife for reproductive reasons. War is very disgenic!) Basically the ""sexual revolution"" of the 1960's led to a lot of the garbage going on today. Do you think it is an accident that AIDS and other STD's (Sexually Transmitted Diseases) are rampant today with the relativism that Zog spreads today? Confused messages are sent, sex is the new god. When the flip side of the coin is not presented, pregnancy--reproducton which is what society (and the family unit) is all about. It has been perverted and glamorized as ""all important"" but what is not mentioned, neither is perversion, disease and all the other things that come hand in hand with the RESPONSIBILITY"" of sex.  
 
Zog would have you believe that we are ""reinventing"" civilization, but as the Old Testiment truly says, ""There is nothing new under the sun."" It's all been said and done before, like a broken record stuck replaying the same message. Ad nauseum! Queers and bisexuals are not ""liberated"" and society is not better for them and their propaganda, they're enslaved. And they're dragging society down with them!",1,93,1,3,1,2,3,2,1,1,1,1,1,1,5,6,6,6,6,6,1,6,1,3,4,3,1,1,1,1,1,1,93,0.887,2001,2,1,5.833333333,3,1
